Genome,Ave_fit,Std_fit,Sum_fit,Ave_thr,Std_thr,Seed,Num_Learning,Num_Mating
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",5.204945306259526,0.6031492951235868,4.601796011135939,5.013402267413273,0.32381777985872556,31346,2,8
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1]",5.255240753648129,0.6705671355326113,4.584673618115518,5.005455224688472,0.30471189434422247,8256,3,7
"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0]",5.260847979475856,0.779864941574704,4.480983037901152,4.99344605775737,0.31384349620053886,35507,3,7
"[1, 1, 0, 0, 0, 0, 0, 0, 1, 1]",5.235373676611635,0.8882280544837032,4.347145622127932,4.980498784136419,0.314963671000432,14394,4,6
"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0]",5.1735145034837435,0.9230216307417294,4.250492872742014,5.013152243292796,0.2994817031018779,91593,3,7
"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1]",5.300198600050689,0.6956061108751637,4.604592489175525,4.998427203427835,0.3066009773419819,93636,4,6
"[1, 1, 0, 0, 0, 0, 0, 1, 1, 0]",5.294461246382294,0.8578622746378028,4.436598971744491,4.989214004236131,0.3269682713233725,93155,4,6
"[1, 1, 0, 0, 0, 0, 0, 1, 1, 1]",5.2365680710136235,1.0033310887392555,4.233236982274368,4.995108038420886,0.30218491202928216,39187,5,5
"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0]",5.250376187768353,0.7339868343761371,4.516389353392216,5.004383203716564,0.3199156259768778,43337,3,7
"[1, 1, 0, 0, 0, 0, 1, 0, 0, 1]",5.216131014893994,0.9511859543890523,4.264945060504942,4.997662149224501,0.30454865229410893,74859,4,6
"[1, 1, 0, 0, 0, 0, 1, 0, 1, 0]",5.209436970254088,0.8917498875318133,4.317687082722275,4.999362302591353,0.3173119637321679,44936,4,6
"[1, 1, 0, 0, 0, 0, 1, 0, 1, 1]",5.226215301842092,1.0566574856969448,4.169557816145147,4.992036050588244,0.29924231322418826,62522,5,5
"[1, 1, 0, 0, 0, 0, 1, 1, 0, 0]",5.209886537667406,0.8642514085239222,4.345635129143483,5.005649217723258,0.3217527667350261,58527,4,6
"[1, 1, 0, 0, 0, 0, 1, 1, 0, 1]",5.19821613916751,1.0951905605468737,4.103025578620636,4.9954771233799535,0.3041276526342574,3705,5,5
"[1, 1, 0, 0, 0, 0, 1, 1, 1, 0]",5.207730548121075,1.1252898965404958,4.08244065158058,4.994113881892552,0.31647637426670244,14727,5,5
"[1, 1, 0, 0, 0, 0, 1, 1, 1, 1]",5.058135772536458,1.638368042764111,3.4197677297723468,4.997121063646655,0.3216466750003698,16201,6,4
"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]",5.221716171245887,0.7154327073756085,4.506283463870278,4.983148530844833,0.3209785122742273,36106,3,7
"[1, 1, 0, 0, 0, 1, 0, 0, 0, 1]",5.225390198699321,0.8414180292345786,4.383972169464743,5.005360842463015,0.3254018400400897,1447,4,6
"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0]",5.1964321206713695,0.8491275011253272,4.347304619546042,4.974222133320663,0.30860062332174815,80863,4,6
"[1, 1, 0, 0, 0, 1, 0, 0, 1, 1]",5.206227000916541,1.0842799629343982,4.121947037982142,5.017765623875465,0.3114656485114251,55937,5,5
"[1, 1, 0, 0, 0, 1, 0, 1, 0, 0]",5.24539280560651,0.9344018166002866,4.310990989006224,5.0158505917551315,0.3235179032312347,9096,4,6
"[1, 1, 0, 0, 0, 1, 0, 1, 0, 1]",5.188910324300224,1.0451500884951,4.143760235805124,4.982444994004315,0.33092394453045393,57425,5,5
"[1, 1, 0, 0, 0, 1, 0, 1, 1, 0]",5.231864207302248,1.187201280447426,4.044662926854822,5.004923721062558,0.3166795321896957,11401,5,5
"[1, 1, 0, 0, 0, 1, 0, 1, 1, 1]",5.132975412375807,1.4259032752988532,3.7070721370769544,4.990862511806962,0.318809208721932,36493,6,4
