Genome,Ave_fit,Std_fit,Ave_thr,Std_thr,Seed,Num_Learning,Num_Mating
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",9.537979571683891,2.0020824012116694,6.322739454247451,1.4287081429901012,57931,2,8
"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1]",9.99203873582406,2.4034953388619478,6.6077931045109155,1.2658315568470593,95536,3,7
"[1, 1, 0, 0, 0, 0, 0, 0, 1, 0]",9.699001759305261,2.6247870035402423,6.403561951444976,1.2480939084913305,16435,3,7
"[1, 1, 0, 0, 0, 0, 0, 0, 1, 1]",8.871868149331462,3.1851245531543793,6.280545063463071,1.2640168609949118,99624,4,6
"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0]",9.846910254182282,2.2451975094052634,6.359049637196488,1.2568823589292166,80330,3,7
"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1]",9.45956677637131,2.797878070051729,6.331245347646136,1.4353829120484667,80612,4,6
"[1, 1, 0, 0, 0, 0, 0, 1, 1, 0]",9.707048707780581,2.616021970310361,6.32170051303469,1.2074910432515453,29956,4,6
"[1, 1, 0, 0, 0, 0, 0, 1, 1, 1]",8.939164058330292,3.4125887213124195,6.231077744812399,1.280667856440618,89888,5,5
"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0]",9.836290997641415,2.2180995933858694,6.406553898555631,1.1502551133307046,29142,3,7
"[1, 1, 0, 0, 0, 0, 1, 0, 0, 1]",9.646394748385699,3.2069045876563855,6.4129768695928195,1.198660548152235,51955,4,6
"[1, 1, 0, 0, 0, 0, 1, 0, 1, 0]",9.485218204209449,2.7456779344125897,6.370292660430644,1.2062746851894743,93627,4,6
"[1, 1, 0, 0, 0, 0, 1, 0, 1, 1]",8.947156785908028,3.1894205746774973,6.497606398028914,1.2217369395173694,91513,5,5
"[1, 1, 0, 0, 0, 0, 1, 1, 0, 0]",10.314619555181128,2.2863387569105678,6.62313374436024,1.2237033463278435,12045,4,6
"[1, 1, 0, 0, 0, 0, 1, 1, 0, 1]",9.079840874408358,3.1587775305049055,6.2892992489590425,1.2316439649369155,11274,5,5
"[1, 1, 0, 0, 0, 0, 1, 1, 1, 0]",9.597977073815187,3.2884043810763894,6.309456756340965,1.2189780052790748,32996,5,5
"[1, 1, 0, 0, 0, 0, 1, 1, 1, 1]",8.915984817242123,3.1831500301072,6.167476425772472,1.1883060317532468,37199,6,4
"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]",9.538692746130687,2.2584698187150987,6.334164561063106,1.2064898347198652,51946,3,7
"[1, 1, 0, 0, 0, 1, 0, 0, 0, 1]",9.498834793697725,2.457382330827967,6.418711047869101,1.1287343516057653,52156,4,6
"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0]",9.681467172596644,2.909114335401019,6.439593334314013,1.212563457516989,43703,4,6
"[1, 1, 0, 0, 0, 1, 0, 0, 1, 1]",8.735448420803799,3.5539220784318966,6.23668666121163,1.22358697858073,63203,5,5
"[1, 1, 0, 0, 0, 1, 0, 1, 0, 0]",9.240409112780846,3.059052450754629,6.1313203984848315,1.3823297139164543,9240,4,6
"[1, 1, 0, 0, 0, 1, 0, 1, 0, 1]",8.919847807599911,2.92811269890364,6.3351095023580974,1.3679327847422935,20776,5,5
"[1, 1, 0, 0, 0, 1, 0, 1, 1, 0]",9.267267275876693,2.8485733939816185,6.464586525046937,1.3309617080343552,5910,5,5
"[1, 1, 0, 0, 0, 1, 0, 1, 1, 1]",9.042518994517952,3.2667600568755937,6.726962707990846,1.3885956759240807,40036,6,4
