Genome,Ave_fit,Std_fit,Ave_thr,Std_thr,Seed,Num_Learning,Num_Mating
"[1, 1, 0, 0, 0]",7.476104318676534,4.230956279097588,6.372360025672779,1.694295633181337,41519,2,3
"[1, 1, 0, 0, 1]",6.515234985164286,4.707142259271385,6.403398718465779,1.714004887346177,81996,3,2
"[1, 1, 0, 1, 0]",6.134358343777827,5.02157801370812,6.473968578229418,1.818451736811533,33029,3,2
"[1, 1, 0, 1, 1]",4.846734680788803,5.131210460774263,6.45266102895735,1.7406178454226982,89445,4,1
"[1, 1, 1, 0, 0]",6.977668409633813,4.842545798959146,6.6635771624822615,1.8260259167132145,52641,3,2
"[1, 1, 1, 0, 1]",4.119465490311049,4.9889489212361,6.435400583422443,1.8087322055591049,74003,4,1
"[1, 1, 1, 1, 0]",4.450593275339446,5.188762235553714,6.303485132450107,1.7655216676604244,24532,4,1
"[1, 1, 1, 1, 1]",0.0,0.0,6.245089977663164,1.6693569866183076,73957,5,0
"[1, 0, 0, 0, 0]",7.414364256919019,3.8433016031795537,6.477970776943659,1.747284344414445,19030,1,4
"[1, 0, 0, 0, 1]",7.2810077387712315,4.241933185846075,6.4096169100082845,1.733552248302115,17594,2,3
"[1, 0, 0, 1, 0]",7.472638538769233,4.060971579146331,6.617561466595775,1.8225496268958215,6715,2,3
"[1, 0, 0, 1, 1]",6.281865375549059,4.885499428562227,6.564690372056025,1.8142168046256886,79893,3,2
"[1, 0, 1, 0, 0]",7.23773648382103,4.313005551791551,6.482033756119458,1.7527110393546907,20748,2,3
"[1, 0, 1, 0, 1]",6.375887521918785,5.111268397861525,6.470683417395899,1.8462484722170573,82477,3,2
"[1, 0, 1, 1, 0]",6.324306730718967,5.080170283711233,6.453209026041125,1.8244327091194645,13055,3,2
"[1, 0, 1, 1, 1]",4.242998304954885,5.0997197626005795,6.375769605425514,1.7188327917737627,38343,4,1
